<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
CDR,D,20120521,000000,4.48086,4.56462,4.3973,4.44362,480736.52283395,0
CDR,D,20120522,000000,4.41582,4.45297,4.3228,4.3228,115425.83048344,0
CDR,D,20120523,000000,4.28566,4.28566,4.05331,4.08119,702296.19112081,0
CDR,D,20120524,000000,4.10898,4.17412,3.93241,4.09046,427098.34124761,0
CDR,D,20120525,000000,4.04395,4.23925,4.04395,4.18338,342461.21057148,0
CDR,D,20120528,000000,4.2764,4.30419,4.19264,4.22063,76656.888397637,0
CDR,D,20120529,000000,4.22063,4.3508,4.13697,4.3228,208068.84359448,0
CDR,D,20120530,000000,4.31365,4.31365,4.19264,4.2021,192261.17436964,0
CDR,D,20120531,000000,4.23925,4.33216,4.18338,4.2764,327109.93613058,0
CDR,D,20120601,000000,4.33216,4.33216,4.21127,4.31365,163685.73286294,0
CDR,D,20120604,000000,4.24851,4.37869,4.22988,4.31365,189852.02527412,0
CDR,D,20120605,000000,4.31365,4.3228,4.11834,4.31365,261331.6532911,0
CDR,D,20120606,000000,4.3228,4.41582,4.30419,4.41582,245807.05139293,0
CDR,D,20120608,000000,4.40647,4.40647,4.3228,4.36931,190329.95778945,0
CDR,D,20120611,000000,4.46234,4.50876,4.36931,4.36931,140120.37791716,0
CDR,D,20120612,000000,4.36005,4.40647,4.14613,4.34144,2001206.0023117,0
CDR,D,20120613,000000,4.36931,4.36931,4.22063,4.22988,386903.80646586,0
CDR,D,20120614,000000,4.25778,4.25778,4.14613,4.22063,662789.83813689,0
CDR,D,20120615,000000,4.22988,4.45297,4.21127,4.3228,380651.71072885,0
CDR,D,20120618,000000,4.36931,4.49958,4.29492,4.3508,233569.51754547,0
CDR,D,20120619,000000,4.36005,4.55526,4.28566,4.53673,452153.90208346,0
CDR,D,20120620,000000,4.546,4.55526,4.44362,4.50876,257218.97220425,0
CDR,D,20120621,000000,4.48086,4.7877,4.3973,4.68543,827577.07211885,0
CDR,D,20120622,000000,4.63891,4.77834,4.58315,4.65754,236954.01819051,0
CDR,D,20120625,000000,4.62029,4.63891,4.55526,4.56462,96292.120170148,0
CDR,D,20120626,000000,4.55526,4.68543,4.546,4.63891,135308.23336366,0
CDR,D,20120627,000000,4.59241,4.63891,4.59241,4.62029,113074.11533826,0
CDR,D,20120628,000000,4.61112,4.64827,4.38794,4.64827,270294.42636291,0
CDR,D,20120629,000000,4.62029,4.76908,4.60177,4.76908,411595.27708082,0
CDR,D,20120702,000000,4.74109,4.74109,4.58315,4.58315,405734.96293362,0
CDR,D,20120703,000000,4.59241,4.64827,4.52737,4.52737,142837.20888949,0
CDR,D,20120704,000000,4.52737,4.53673,4.38794,4.38794,326282.27188192,0
CDR,D,20120705,000000,4.37869,4.49012,4.33216,4.38794,319257.89463408,0
CDR,D,20120706,000000,4.37869,4.43445,4.3228,4.33216,109976.78444492,0
CDR,D,20120709,000000,4.30419,4.49958,4.2764,4.4716,223312.42937849,0
CDR,D,20120710,000000,4.50876,4.52737,4.38794,4.38794,148895.46504411,0
CDR,D,20120711,000000,4.37869,4.42509,4.09982,4.09982,334616.34831877,0
CDR,D,20120712,000000,4.09982,4.26704,4.09982,4.25778,343996.54313681,0
CDR,D,20120713,000000,4.2764,4.3973,4.26704,4.36931,206629.91801721,0
CDR,D,20120716,000000,4.37869,4.37869,4.23925,4.26704,91273.828759184,0
CDR,D,20120717,000000,4.31365,4.31365,4.24851,4.2764,107138.93193437,0
CDR,D,20120718,000000,4.36005,4.43445,4.3228,4.36005,199487.59604992,0
CDR,D,20120719,000000,4.3973,4.40647,4.36005,4.37869,50243.424878743,0
CDR,D,20120720,000000,4.37869,4.46234,4.36931,4.42509,149683.13064877,0
CDR,D,20120723,000000,4.3228,4.3508,4.24851,4.29492,233903.86518495,0
CDR,D,20120724,000000,4.2021,4.3973,4.2021,4.3973,125732.14775071,0
CDR,D,20120725,000000,4.3508,4.36931,4.2764,4.28566,127674.64599971,0
CDR,D,20120726,000000,4.30419,4.30419,4.22988,4.30419,90726.155018441,0
CDR,D,20120727,000000,4.26704,4.3228,4.23925,4.24851,53193.068471207,0
CDR,D,20120730,000000,4.21127,4.24851,4.19264,4.22988,192156.56253151,0
CDR,D,20120731,000000,4.24851,4.24851,4.09982,4.17412,96850.049973452,0
CDR,D,20120801,000000,4.15549,4.18338,4.10898,4.16485,37693.081123182,0
CDR,D,20120802,000000,4.14613,4.23925,4.13697,4.16485,59166.199306575,0
CDR,D,20120803,000000,4.16485,4.26704,4.16485,4.22063,45120.52162966,0
CDR,D,20120806,000000,4.24851,4.24851,4.18338,4.22988,32169.165827974,0
CDR,D,20120807,000000,4.21127,4.22063,4.17412,4.19264,19453.699465186,0
CDR,D,20120808,000000,4.2021,4.2021,4.14613,4.17412,22999.220292429,0
CDR,D,20120809,000000,4.22988,4.38794,4.22988,4.29492,168952.22098787,0
CDR,D,20120810,000000,4.3508,4.36931,4.23925,4.26704,81515.185232653,0
CDR,D,20120813,000000,4.22988,4.2764,4.22988,4.23925,32479.924523565,0
CDR,D,20120814,000000,4.31365,4.31365,4.23925,4.23925,26171.420442461,0
CDR,D,20120816,000000,4.23925,4.30419,4.2021,4.26704,71438.60376674,0
CDR,D,20120817,000000,4.26704,4.2764,4.22063,4.23925,74242.611270843,0
CDR,D,20120820,000000,4.19264,4.22988,4.19264,4.22063,26447.308525345,0
CDR,D,20120821,000000,4.2021,4.23925,4.19264,4.2021,24407.377682016,0
CDR,D,20120822,000000,4.2021,4.2764,4.18338,4.26704,101920.64730348,0
CDR,D,20120823,000000,4.24851,4.26704,4.18338,4.22988,58174.438056952,0
CDR,D,20120824,000000,4.24851,4.24851,4.19264,4.19264,54747.887555413,0
CDR,D,20120827,000000,4.2021,4.25778,4.2021,4.23925,46972.766528127,0
CDR,D,20120828,000000,4.25778,4.25778,4.2021,4.2021,40723.747609876,0
CDR,D,20120829,000000,4.19264,4.19264,3.90452,4.13697,616649.8638887,0
CDR,D,20120830,000000,4.16485,4.23925,4.00671,4.19264,248731.05482899,0
CDR,D,20120831,000000,4.15549,4.21127,4.13697,4.13697,23489.460082831,0
CDR,D,20120903,000000,4.13697,4.18338,4.10898,4.11834,35242.907777424,0
CDR,D,20120904,000000,4.10898,4.10898,4.04395,4.04395,38437.67126509,0
CDR,D,20120905,000000,4.03469,4.03469,3.93241,3.97891,116736.5552787,0
CDR,D,20120906,000000,3.95102,4.13697,3.95102,4.10898,246079.86265704,0
CDR,D,20120907,000000,4.10898,4.22063,4.06258,4.13697,244898.36425005,0
CDR,D,20120910,000000,4.13697,4.16485,4.08119,4.08119,77335.839739157,0
CDR,D,20120911,000000,4.09046,4.16485,4.07183,4.13697,164132.89719059,0
CDR,D,20120912,000000,4.18338,4.46234,4.17412,4.42509,668716.81669074,0
CDR,D,20120913,000000,4.45297,4.45297,4.31365,4.36931,111548.01322923,0
CDR,D,20120914,000000,4.49012,4.55526,4.4716,4.52737,502856.79856492,0
CDR,D,20120917,000000,4.55526,4.55526,4.45297,4.51811,158163.86878024,0
CDR,D,20120918,000000,4.51811,4.51811,4.45297,4.49012,113375.64357755,0
CDR,D,20120919,000000,4.50876,4.58315,4.46234,4.55526,303706.62697325,0
CDR,D,20120920,000000,4.52737,4.62966,4.51811,4.59241,136646.64952784,0
CDR,D,20120921,000000,4.64827,4.73193,4.63891,4.71341,239190.86543501,0
CDR,D,20120924,000000,4.71341,4.75982,4.64827,4.75055,241231.82188459,0
CDR,D,20120925,000000,4.73193,4.82485,4.73193,4.82485,156954.67900433,0
CDR,D,20120926,000000,4.76908,4.77834,4.70394,4.74109,216672.65447668,0
CDR,D,20120927,000000,4.74109,4.97365,4.74109,4.9364,243905.57739417,0
CDR,D,20120928,000000,4.97365,5.03859,4.83422,4.84348,268018.6060807,0
CDR,D,20121001,000000,4.80623,4.91778,4.71341,4.87136,99881.742066402,0
CDR,D,20121002,000000,4.88063,4.92713,4.87136,4.88063,137918.40128537,0
CDR,D,20121003,000000,4.91778,4.92713,4.88063,4.89925,257436.40073053,0
CDR,D,20121004,000000,4.92713,5.04804,4.92713,5.02005,130975.04693176,0
CDR,D,20121005,000000,4.9829,5.06656,4.9829,5.02005,255421.08443735,0
CDR,D,20121008,000000,5.02005,5.02005,4.88063,4.95492,134863.12024852,0
CDR,D,20121009,000000,4.96429,5.01089,4.94576,4.97365,403722.7234592,0
CDR,D,20121010,000000,4.94576,4.96429,4.85274,4.9364,329057.56241086,0
CDR,D,20121011,000000,4.89925,5.1317,4.89925,5.08519,449835.00633849,0
CDR,D,20121012,000000,5.09445,5.1317,5.0573,5.09445,350470.16982514,0
CDR,D,20121015,000000,5.10372,5.12234,5.0573,5.12234,246145.50145743,0
CDR,D,20121016,000000,5.1317,5.15958,5.11297,5.12234,288759.44139725,0
CDR,D,20121017,000000,5.14096,5.14096,5.10372,5.1317,241452.32722964,0
CDR,D,20121018,000000,5.1317,5.25241,5.12234,5.15958,236569.41584448,0
CDR,D,20121019,000000,5.19673,5.22462,5.1317,5.1317,161443.75758716,0
CDR,D,20121022,000000,4.75055,5.1317,4.75055,4.88988,343577.07017808,0
CDR,D,20121023,000000,4.91778,4.91778,4.75982,4.7877,311663.28030786,0
CDR,D,20121024,000000,4.74109,4.82485,4.73193,4.81559,109730.63894347,0
CDR,D,20121025,000000,4.82485,4.88063,4.7877,4.85274,162763.71283873,0
CDR,D,20121026,000000,4.8621,4.8621,4.72258,4.74109,96791.590416855,0
CDR,D,20121029,000000,4.73193,4.85274,4.72258,4.83422,137280.47419409,0
CDR,D,20121030,000000,4.87136,4.90861,4.79697,4.87136,22480.263526857,0
CDR,D,20121031,000000,4.90861,4.9364,4.83422,4.89925,99934.047985462,0
CDR,D,20121102,000000,4.92713,5.01089,4.92713,5.01089,41961.654360956,0
CDR,D,20121105,000000,5.02005,5.02005,4.83422,4.95492,51048.52578976,0
CDR,D,20121106,000000,4.9364,4.95492,4.88063,4.89925,52072.08083332,0
CDR,D,20121107,000000,4.89925,4.94576,4.84348,4.88063,78548.106333835,0
CDR,D,20121108,000000,4.85274,4.88988,4.81559,4.84348,69052.018008858,0
CDR,D,20121109,000000,4.84348,4.88063,4.80623,4.81559,77468.142946191,0
CDR,D,20121112,000000,4.81559,4.87136,4.7877,4.87136,236792.9980083,0
CDR,D,20121113,000000,4.92713,5.0573,4.90861,4.90861,628857.65515473,0
CDR,D,20121114,000000,4.94576,5.02941,4.92713,5.02005,133839.56520497,0
CDR,D,20121115,000000,5.02005,5.03859,4.9829,5.00144,36629.527435634,0
CDR,D,20121116,000000,5.00144,5.34552,4.97365,5.29901,632038.06015481,0
CDR,D,20121119,000000,5.34552,5.42918,5.34552,5.41983,237814.50183936,0
CDR,D,20121120,000000,5.39193,5.75455,5.37341,5.7173,537144.86691795,0
CDR,D,20121121,000000,5.70804,5.70804,5.50348,5.56851,223598.57352393,0
CDR,D,20121122,000000,5.56851,5.62438,5.53136,5.53136,74715.415754892,0
CDR,D,20121123,000000,5.55935,5.61501,5.53136,5.61501,64676.781720453,0
CDR,D,20121126,000000,5.62438,5.85683,5.57787,5.85683,591307.13330114,0
CDR,D,20121127,000000,5.85683,5.93112,5.76381,5.89397,323272.11752035,0
CDR,D,20121128,000000,5.85683,5.85683,5.643,5.70804,185079.87936461,0
CDR,D,20121129,000000,5.76381,5.80096,5.70804,5.75455,55853.49109946,0
CDR,D,20121130,000000,5.75455,5.77307,5.62438,5.65216,117623.7046902,0
CDR,D,20121203,000000,5.67089,5.69868,5.42918,5.66154,194063.16456156,0
CDR,D,20121204,000000,5.67089,5.7917,5.58723,5.75455,193405.75095141,0
CDR,D,20121205,000000,5.78243,5.81022,5.68015,5.74528,169379.89879665,0
CDR,D,20121206,000000,5.7173,5.81022,5.7173,5.76381,274356.85274322,0
CDR,D,20121207,000000,5.74528,5.76381,5.70804,5.76381,40699.13305973,0
CDR,D,20121210,000000,5.76381,5.7917,5.7173,5.76381,36538.248478843,0
CDR,D,20121211,000000,5.77307,5.90333,5.77307,5.90333,264772.56228023,0
CDR,D,20121212,000000,5.91251,6.04268,5.91251,6.01479,908751.75607449,0
CDR,D,20121213,000000,5.99626,6.02404,5.85683,5.85683,81713.127240075,0
CDR,D,20121214,000000,5.82885,5.85683,5.7173,5.82885,166958.44242607,0
CDR,D,20121217,000000,5.81022,5.86599,5.78243,5.81022,130317.63332161,0
CDR,D,20121218,000000,5.81022,5.81022,5.78243,5.7917,87848.303863902,0
CDR,D,20121219,000000,5.7917,5.94966,5.78243,5.92196,310294.09595601,0
CDR,D,20121220,000000,5.88472,5.88472,5.7917,5.82885,260871.15608212,0
CDR,D,20121221,000000,5.77307,5.82885,5.68015,5.70804,139036.31210449,0
CDR,D,20121227,000000,5.65216,5.81968,5.65216,5.81968,316231.33057241,0
CDR,D,20121228,000000,5.77307,5.82885,5.76381,5.76381,81899.787578681,0
CDR,D,20130102,000000,5.77307,6.15431,5.77307,6.13569,346226.21113751,0
CDR,D,20130103,000000,6.13569,6.32153,6.00552,6.26586,380060.96152535,0
CDR,D,20130104,000000,6.15431,6.27511,6.11716,6.17284,168571.72106687,0
CDR,D,20130107,000000,6.17284,6.32153,6.13569,6.22861,282584.26612944,0
CDR,D,20130108,000000,6.13569,6.27511,6.13569,6.22861,198475.32267518,0
CDR,D,20130109,000000,6.2566,6.38666,6.1821,6.20073,294917.18135872,0
CDR,D,20130110,000000,6.20073,6.22861,6.11716,6.19146,215521.92425736,0
CDR,D,20130111,000000,6.2566,6.26586,6.04268,6.04268,163804.70318864,0
CDR,D,20130114,000000,6.09844,6.11716,5.87536,5.88472,283727.81710496,0
CDR,D,20130115,000000,5.87536,5.90333,5.78243,5.7917,315383.15419864,0
CDR,D,20130116,000000,5.78243,6.0335,5.67089,6.0335,486371.20360482,0
CDR,D,20130117,000000,6.00552,6.19146,5.92196,6.08918,226287.71312735,0
CDR,D,20130118,000000,6.12633,6.23796,6.04268,6.22861,327805.29717219,0
CDR,D,20130121,000000,6.22861,6.27511,6.15431,6.21944,68094.101765687,0
CDR,D,20130122,000000,6.22861,6.23796,6.13569,6.20073,235313.04818079,0
CDR,D,20130123,000000,6.20998,6.20998,6.1078,6.1821,83741.776414587,0
CDR,D,20130124,000000,6.14494,6.20998,6.12633,6.19146,73122.649239211,0
CDR,D,20130125,000000,6.20998,6.21944,6.12633,6.15431,92330.203202939,0
CDR,D,20130128,000000,6.15431,6.20073,6.14494,6.16348,107050.72979635,0
CDR,D,20130129,000000,6.17284,6.1821,6.14494,6.16348,83709.982620649,0
CDR,D,20130130,000000,6.16348,6.21944,5.88472,6.15431,186905.45850042,0
CDR,D,20130131,000000,6.07992,6.31226,6.04268,6.24713,115627.87491589,0
CDR,D,20130201,000000,6.24713,6.303,6.20998,6.27511,130668.39066119,0
CDR,D,20130204,000000,6.32153,6.64699,6.32153,6.50757,1072811.8352208,0
CDR,D,20130205,000000,6.56333,6.6935,6.55407,6.56333,967275.92586477,0
CDR,D,20130206,000000,6.61911,6.63764,6.34951,6.39592,327526.33227054,0
CDR,D,20130207,000000,6.39592,6.5726,6.303,6.47032,211777.43581644,0
CDR,D,20130208,000000,6.47032,6.54472,6.3774,6.46096,84858.66162745,0
CDR,D,20130211,000000,6.41465,6.64699,6.41465,6.64699,385590.00485184,0
CDR,D,20130212,000000,6.60049,6.87008,6.58196,6.81431,542505.71081844,0
CDR,D,20130213,000000,6.87008,6.99099,6.7679,6.7679,473858.80728073,0
CDR,D,20130214,000000,6.73075,6.79569,6.60975,6.65626,283829.35212431,0
CDR,D,20130215,000000,6.6935,6.83294,6.64699,6.80504,98220.259931564,0
CDR,D,20130218,000000,6.83294,6.95375,6.82358,6.90723,142844.38813329,0
CDR,D,20130219,000000,6.90723,6.92586,6.78643,6.83294,161647.85323212,0
CDR,D,20130220,000000,6.83294,6.87944,6.6935,6.6935,246510.6172846,0
CDR,D,20130221,000000,6.55407,6.68414,6.52608,6.67489,330820.57956505,0
CDR,D,20130222,000000,6.67489,6.86072,6.64699,6.82358,76755.346598221,0
CDR,D,20130225,000000,6.83294,6.89796,6.79569,6.83294,134168.78481317,0
CDR,D,20130226,000000,6.6935,6.73993,6.55407,6.70277,158092.07634231,0
CDR,D,20130227,000000,6.81431,6.81431,6.73075,6.7679,67155.672041381,0
CDR,D,20130228,000000,6.78643,6.82358,6.73075,6.81431,75920.503105777,0
CDR,D,20130301,000000,6.82358,6.82358,6.71213,6.73993,53369.472747252,0
CDR,D,20130304,000000,6.73993,6.83294,6.70277,6.79569,117167.30990625,0
CDR,D,20130305,000000,6.74928,7.19545,6.74928,7.06538,526144.21421531,0
CDR,D,20130306,000000,7.07455,7.11179,7.02823,7.10253,144222.80294145,0
CDR,D,20130307,000000,7.14903,7.28847,7.05593,7.18618,194181.109281,0
CDR,D,20130308,000000,7.19545,7.2792,7.11179,7.15821,218237.72962344,0
CDR,D,20130311,000000,7.20482,7.33489,7.04676,7.15821,186838.79409377,0
CDR,D,20130312,000000,7.15821,7.2326,7.11179,7.15821,149308.78436531,0
CDR,D,20130313,000000,7.09317,7.14903,6.80504,6.98162,195032.36247354,0
CDR,D,20130314,000000,6.89796,7.15821,6.89796,7.15821,145041.23673379,0
CDR,D,20130315,000000,7.2326,7.2326,7.08391,7.10253,108960.40864516,0
CDR,D,20130318,000000,6.93511,7.10253,6.93511,7.10253,75656.922297966,0
CDR,D,20130319,000000,7.02823,7.10253,6.73075,6.87008,314365.75279261,0
CDR,D,20130320,000000,6.80504,6.97226,6.73993,6.75844,340024.37010704,0
CDR,D,20130321,000000,6.75844,6.75844,6.38666,6.61911,1074024.1018156,0
CDR,D,20130322,000000,6.52608,6.52608,6.1821,6.48893,218546.43710652,0
CDR,D,20130325,000000,6.50757,6.67489,6.34015,6.4518,126704.42248147,0
CDR,D,20130326,000000,6.41465,6.44243,6.1078,6.36814,185522.94126724,0
CDR,D,20130327,000000,6.2566,6.41465,6.1821,6.36814,103592.38550087,0
CDR,D,20130328,000000,6.36814,6.38666,6.22861,6.38666,152871.74049891,0
CDR,D,20130402,000000,6.32153,6.3774,6.14494,6.24713,70352.486741558,0
CDR,D,20130403,000000,6.13569,6.1821,5.86599,6.07065,332632.82581953,0
CDR,D,20130404,000000,5.89397,6.07065,5.89397,6.04268,91489.20607296,0
CDR,D,20130405,000000,6.07065,6.44243,5.97764,6.3309,119741.58160899,0
CDR,D,20130408,000000,6.47958,6.56333,6.39592,6.41465,217056.23121644,0
CDR,D,20130409,000000,6.43317,6.44243,6.1821,6.2566,56638.079885356,0
CDR,D,20130410,000000,6.36814,6.43317,6.20998,6.41465,103864.17115873,0
CDR,D,20130411,000000,6.41465,6.43317,6.36814,6.43317,71928.843557142,0
CDR,D,20130412,000000,6.46096,6.46096,6.40528,6.43317,38189.47455112,0
CDR,D,20130415,000000,6.47958,6.47958,6.34015,6.39592,33880.90266936,0
CDR,D,20130417,000000,6.39592,6.39592,6.21944,6.27511,123624.52689448,0
CDR,D,20130418,000000,6.27511,6.27511,5.89397,6.19146,172935.67568646,0
CDR,D,20130419,000000,6.16348,6.22861,6.16348,6.19146,80218.818924977,0
CDR,D,20130422,000000,6.19146,6.27511,6.1821,6.1821,36097.237788732,0
CDR,D,20130423,000000,6.1821,6.22861,6.09844,6.09844,84866.866477498,0
CDR,D,20130424,000000,6.22861,6.24713,6.05203,6.24713,102938.0487095,0
CDR,D,20130425,000000,6.22861,6.41465,6.22861,6.32153,42199.595012364,0
CDR,D,20130426,000000,6.3309,6.71213,6.3309,6.67489,227690.74248566,0
CDR,D,20130429,000000,6.67489,6.87944,6.67489,6.87944,211625.64609054,0
CDR,D,20130430,000000,6.87944,7.00951,6.70277,7.00951,214312.73448145,0
CDR,D,20130502,000000,7.00951,7.00951,6.87944,6.88871,18660.905829242,0
CDR,D,20130506,000000,6.84219,6.89796,6.6935,6.73993,46885.589996361,0
CDR,D,20130507,000000,6.78643,7.18618,6.73993,7.15821,440718.39232825,0
CDR,D,20130508,000000,7.15821,7.20482,7.01878,7.16757,155927.02153575,0
CDR,D,20130509,000000,7.15821,7.26058,7.02823,7.25122,145848.38885732,0
CDR,D,20130510,000000,7.25122,7.36286,7.17693,7.26058,206684.27514878,0
CDR,D,20130513,000000,7.17693,7.20482,6.98162,7.15821,90557.955592446,0
CDR,D,20130514,000000,7.14903,7.15821,7.00951,7.14903,47250.705823522,0
CDR,D,20130515,000000,7.14903,7.14903,6.6935,7.00025,145825.82551969,0
CDR,D,20130516,000000,6.89796,7.0374,6.87008,7.0374,85567.355550396,0
CDR,D,20130517,000000,7.09317,7.20482,7.0374,7.13968,202029.04835247,0
CDR,D,20130520,000000,7.19545,7.66951,7.13968,7.43716,654635.24279486,0
CDR,D,20130521,000000,7.53008,7.56723,7.39075,7.39075,77863.001354779,0
CDR,D,20130522,000000,7.34424,7.55806,7.31635,7.50229,131412.98080309,0
CDR,D,20130523,000000,7.34424,7.50229,7.33489,7.50229,92914.798768901,0
CDR,D,20130524,000000,7.50229,7.90197,7.47441,7.80903,399217.23517627,0
CDR,D,20130527,000000,7.90197,7.967,7.78115,7.94847,197631.24872643,0
CDR,D,20130528,000000,7.967,8.06938,7.65099,8.0136,486442.99604274,0
CDR,D,20130529,000000,8.0136,8.17166,7.92985,8.17166,188486.94334728,0
CDR,D,20130531,000000,8.18082,8.18082,8.00424,8.17166,123004.03510956,0
CDR,D,20130603,000000,8.16229,8.16229,8.00424,8.04139,55476.067997225,0
CDR,D,20130604,000000,8.06001,8.22732,8.06001,8.13441,112443.36749078,0
CDR,D,20130605,000000,8.13441,8.13441,7.8927,8.06001,127121.84422769,0
CDR,D,20130606,000000,8.04139,8.11579,7.94847,8.07864,95609.066403604,0
CDR,D,20130607,000000,8.02286,8.13441,8.0136,8.13441,72807.788118597,0
CDR,D,20130610,000000,8.12514,8.32035,8.088,8.32035,234480.25590087,0
CDR,D,20130611,000000,8.34823,8.3575,8.22732,8.3575,111914.15466265,0
CDR,D,20130612,000000,8.3575,8.86891,8.3575,8.85027,473423.95022816,0
CDR,D,20130613,000000,8.85027,8.96153,8.64571,8.66424,232970.56349193,0
CDR,D,20130614,000000,8.66424,8.88742,8.64571,8.83166,211854.35628564,0
CDR,D,20130617,000000,8.83166,8.87807,8.64571,8.82239,100035.58300481,0
CDR,D,20130618,000000,8.81294,8.81294,8.6736,8.69223,83751.006870892,0
CDR,D,20130619,000000,8.71085,8.71085,8.22732,8.32961,307745.46440967,0
CDR,D,20130620,000000,8.13441,8.17166,7.6232,7.94847,552538.19121534,0
CDR,D,20130621,000000,7.76263,8.21806,7.63236,7.91132,212190.75513764,0
CDR,D,20130624,000000,7.94847,8.13441,7.94847,8.05075,90539.494679837,0
CDR,D,20130625,000000,8.05075,8.36676,8.04139,8.36676,73960.569550423,0
CDR,D,20130626,000000,8.36676,8.45978,8.088,8.45978,141680.32503264,0
CDR,D,20130627,000000,8.45978,8.69223,8.19944,8.54343,222019.13988958,0
CDR,D,20130628,000000,8.58995,8.5993,8.32035,8.5993,131162.73287661,0
CDR,D,20130701,000000,8.58995,8.58995,8.41327,8.5528,58888.260011179,0
CDR,D,20130702,000000,8.52492,8.5528,8.33887,8.3575,66878.758352241,0
CDR,D,20130703,000000,8.2831,8.33887,8.088,8.33887,166248.72289687,0
CDR,D,20130704,000000,8.23679,8.56206,8.23679,8.5528,111899.79617506,0
CDR,D,20130705,000000,8.60857,8.62709,8.42263,8.45978,56758.075817315,0
CDR,D,20130708,000000,8.41327,8.4783,8.36676,8.45052,76491.76579041,0
CDR,D,20130709,000000,8.38548,8.45052,8.27393,8.41327,108494.7834049,0
CDR,D,20130710,000000,8.43189,8.45978,8.36676,8.39474,29516.948049771,0
CDR,D,20130711,000000,8.44115,8.81294,8.44115,8.72937,163507.27737439,0
CDR,D,20130712,000000,8.72937,8.73864,8.65499,8.66424,86849.363370487,0
CDR,D,20130715,000000,8.7201,8.7201,8.5993,8.63645,6286.9663497253,0
CDR,D,20130716,000000,8.63645,8.63645,8.45978,8.5528,58490.324783823,0
CDR,D,20130717,000000,8.5528,8.57142,8.45978,8.5528,161906.30600865,0
CDR,D,20130718,000000,8.5528,8.69223,8.4783,8.6736,102892.92203423,0
CDR,D,20130719,000000,8.83166,9.06411,8.7481,8.92457,623955.25725071,0
CDR,D,20130722,000000,9.02617,9.09159,8.75725,8.82239,153473.77137122,0
CDR,D,20130723,000000,8.83166,8.96153,8.68296,8.92457,95344.459989537,0
CDR,D,20130724,000000,8.96153,9.00823,8.79441,8.87807,59442.087389458,0
CDR,D,20130725,000000,8.96153,8.97089,8.77579,8.88742,101317.5908249,0
CDR,D,20130726,000000,8.98971,9.17594,8.88742,9.13899,224842.63391255,0
CDR,D,20130729,000000,9.16648,10.0215,9.15703,9.90044,651368.68686927,0
CDR,D,20130730,000000,9.90044,10.0312,9.53777,9.92873,372242.76503531,0
CDR,D,20130731,000000,10.0215,10.0215,9.90044,9.9473,108824.0030131,0
CDR,D,20130801,000000,9.95713,10.2261,9.5758,9.5758,506540.77623674,0
CDR,D,20130802,000000,9.76204,9.84491,9.35251,9.64991,330222.65111776,0
CDR,D,20130805,000000,9.48219,9.71524,9.39054,9.71524,288728.67320957,0
CDR,D,20130806,000000,9.72498,9.83516,9.65965,9.68696,279406.93794812,0
CDR,D,20130807,000000,9.66746,9.80689,9.66746,9.76204,118854.43219749,0
CDR,D,20130808,000000,9.78055,9.9473,9.74253,9.85463,255495.95369404,0
CDR,D,20130809,000000,9.8634,9.9473,9.76204,9.91995,187904.39899384,0
CDR,D,20130812,000000,9.92873,9.93757,9.78055,9.93757,89192.873665613,0
CDR,D,20130813,000000,9.90044,10.4114,9.90044,10.2818,484541.52204398,0
CDR,D,20130814,000000,10.3471,10.5976,10.2915,10.505,451045.22172065,0
CDR,D,20130816,000000,10.5332,10.5703,10.4027,10.4962,151512.81220961,0
CDR,D,20130819,000000,10.5518,10.5518,10.1335,10.3012,247471.61034653,0
CDR,D,20130820,000000,10.2535,10.2535,9.99316,10.1335,166090.77953343,0
CDR,D,20130821,000000,10.1423,11.0247,10.1423,10.8209,381127.59203167,0
CDR,D,20130822,000000,11.0072,11.2206,10.7469,11.1554,487722.95265031,0
CDR,D,20130823,000000,11.2489,11.2675,11.1281,11.2392,171423.932065,0
CDR,D,20130826,000000,11.2392,11.2392,10.8863,10.895,197232.28789282,0
CDR,D,20130827,000000,10.8863,11.1651,10.2729,10.6074,490315.68526567,0
CDR,D,20130828,000000,10.505,11.1554,10.1335,10.97,587293.93602113,0
CDR,D,20130829,000000,11.1554,11.639,11.1193,11.639,554009.93619281,0
CDR,D,20130830,000000,11.6204,11.7686,11.4343,11.4996,243370.2109285,0
CDR,D,20130902,000000,11.4343,11.7686,11.2022,11.3328,190687.89437282,0
CDR,D,20130903,000000,11.5093,11.6204,11.3425,11.519,219408.97196787,0
CDR,D,20130904,000000,11.5278,11.7969,11.2392,11.3142,1989605.3699492,0
CDR,D,20130905,000000,11.2489,11.2489,10.152,11.2022,1127644.8480955,0
CDR,D,20130906,000000,11.2022,11.6858,11.0169,11.5561,160405.84405602,0
CDR,D,20130909,000000,11.6204,11.6858,11.4157,11.5736,113705.888792,0
CDR,D,20130910,000000,11.639,11.7043,11.407,11.481,317489.74944862,0
CDR,D,20130911,000000,11.5736,12.1607,11.2675,12.03,839806.40111626,0
CDR,D,20130912,000000,12.03,12.4395,11.8993,12.4102,404503.20982008,0
CDR,D,20130913,000000,12.457,12.7817,12.225,12.7817,342645.81969757,0
CDR,D,20130916,000000,12.8295,13.0059,12.2805,12.6344,267243.2477511,0
CDR,D,20130917,000000,12.69,12.7915,12.2522,12.7368,315484.68921799,0
