<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
CDR,D,20010126,000000,21.7451,22.3302,21.5492,22.3302,261258.83524692,0
CDR,D,20010129,000000,22.2561,22.6373,22.1353,22.5252,139735.77557113,0
CDR,D,20010130,000000,22.7202,23.1482,22.3302,22.6373,139559.37129508,0
CDR,D,20010131,000000,22.7202,22.7202,22.3302,22.4423,112089.53333244,0
CDR,D,20010201,000000,22.2561,22.2561,21.9402,22.0601,138161.46996806,0
CDR,D,20010202,000000,22.3302,22.4423,21.9402,21.9402,102086.79551696,0
CDR,D,20010205,000000,21.6701,21.7451,20.778,20.8891,322822.90198019,0
CDR,D,20010206,000000,20.657,20.9729,19.9969,20.583,216026.52253535,0
CDR,D,20010207,000000,20.0798,20.0798,19.0678,19.3369,399663.37389767,0
CDR,D,20010208,000000,19.2627,19.9969,18.6768,18.8357,289225.06663751,0
CDR,D,20010209,000000,19.0307,19.0307,18.0996,18.0996,241856.41609454,0
CDR,D,20010212,000000,18.2117,18.6016,17.9045,18.1366,232937.74409173,0
CDR,D,20010213,000000,18.6016,18.8357,18.2867,18.7977,289617.87383358,0
CDR,D,20010214,000000,18.2497,18.4447,18.2117,18.4447,113042.32154433,0
CDR,D,20010215,000000,18.8357,18.9078,18.3696,18.6768,261032.17626433,0
CDR,D,20010216,000000,18.2867,18.4066,17.0494,17.2454,399830.54771741,0
CDR,D,20010219,000000,17.2454,17.4404,15.8785,15.8785,357612.49179243,0
CDR,D,20010220,000000,15.9252,16.3064,15.0701,16.0734,1356845.2829901,0
CDR,D,20010221,000000,15.9613,15.9613,15.2184,15.5343,522658.17855092,0
CDR,D,20010222,000000,15.6921,15.9613,15.4601,15.5343,507565.35688656,0
CDR,D,20010223,000000,15.9613,16.4274,15.5713,16.0363,1037789.4327885,0
CDR,D,20010226,000000,16.4274,16.5843,15.4972,15.4972,481891.35547829,0
CDR,D,20010227,000000,15.4601,15.4601,13.5909,13.5909,631597.0494647,0
CDR,D,20010228,000000,12.7368,14.8,12.2347,14.605,2544941.4150311,0
CDR,D,20010301,000000,13.396,14.2892,13.396,13.5179,881707.54470811,0
CDR,D,20010302,000000,13.5539,13.8981,13.1269,13.4331,381619.88303458,0
CDR,D,20010305,000000,13.5179,13.787,12.9318,12.9318,261244.47675933,0
CDR,D,20010306,000000,13.163,13.5179,12.5049,13.5179,680856.91794387,0
CDR,D,20010307,000000,13.238,13.238,12.6617,12.6617,234868.96067192,0
CDR,D,20010308,000000,12.3917,12.6247,11.7686,11.9656,332434.88381211,0
CDR,D,20010309,000000,11.3787,11.3787,10.5976,10.5976,625678.27576091,0
CDR,D,20010312,000000,9.82638,10.3285,9.51047,9.59432,411959.36730172,0
CDR,D,20010313,000000,9.39834,10.4027,9.39834,10.4027,943131.1033843,0
CDR,D,20010314,000000,10.5615,11.5736,10.2163,11.5736,1854379.185086,0
CDR,D,20010315,000000,12.6617,13.1269,12.0007,13.1269,2108194.1701265,0
CDR,D,20010316,000000,13.3579,13.5909,11.4907,11.7686,3931186.7269579,0
CDR,D,20010319,000000,11.0247,12.5409,11.0247,11.7686,596951.04452832,0
CDR,D,20010320,000000,12.0388,12.3088,11.9656,11.9656,331173.38811714,0
CDR,D,20010321,000000,11.7686,12.0758,11.4537,11.4537,295930.48033971,0
CDR,D,20010322,000000,11.3787,11.4537,10.9144,11.4537,198144.05185447,0
CDR,D,20010323,000000,12.0388,12.0388,11.4907,11.4907,265650.48123543,0
CDR,D,20010326,000000,11.3787,11.7686,11.3425,11.3425,140170.6326237,0
CDR,D,20010327,000000,11.5736,11.5736,11.2206,11.2576,136843.56592901,0
CDR,D,20010328,000000,11.3787,11.4537,11.1836,11.3425,106784.07216978,0
CDR,D,20010329,000000,11.0725,11.2206,10.9877,10.9877,76550.225347006,0
CDR,D,20010330,000000,11.1836,11.1836,10.5235,10.5235,176516.0671264,0
CDR,D,20010402,000000,10.5615,10.5615,9.98532,10.2163,75749.226861013,0
CDR,D,20010403,000000,9.8634,9.93757,9.59432,9.82638,126907.49252017,0
CDR,D,20010404,000000,9.6304,10.2535,9.55727,9.93757,244539.40206043,0
CDR,D,20010405,000000,10.3285,10.4865,10.0965,10.4865,226495.91119734,0
CDR,D,20010406,000000,10.6815,10.6815,10.4027,10.4484,254076.51463565,0
CDR,D,20010409,000000,10.4865,10.7926,10.2535,10.6815,225073.39532017,0
CDR,D,20010410,000000,10.8297,11.3425,10.5976,10.8297,398394.69895891,0
CDR,D,20010411,000000,11.0725,11.1836,10.8297,11.0247,293298.77468663,0
CDR,D,20010412,000000,11.0725,11.0725,10.7186,10.8297,131435.54414074,0
CDR,D,20010417,000000,10.5976,10.5976,10.1716,10.2163,112397.21520926,0
CDR,D,20010418,000000,10.4484,10.8297,10.3285,10.8297,411749.11801923,0
CDR,D,20010419,000000,11.2206,11.3045,10.8297,10.9877,411616.8148122,0
CDR,D,20010420,000000,10.9516,11.1475,10.8297,11.0725,223963.68935109,0
CDR,D,20010423,000000,10.7186,10.8297,10.7186,10.7186,132357.56416494,0
CDR,D,20010424,000000,10.8297,10.9516,10.5976,10.6445,127674.64599971,0
CDR,D,20010425,000000,10.5976,10.7566,10.5235,10.7186,54713.016942707,0
CDR,D,20010426,000000,10.8297,10.9516,10.7566,10.9516,111990.04952559,0
CDR,D,20010427,000000,10.8774,11.1475,10.7186,11.1475,201008.57012768,0
CDR,D,20010430,000000,11.1475,11.6858,11.1475,11.3045,333784.58164509,0
CDR,D,20010502,000000,11.3045,11.6107,11.2206,11.3425,170784.97936747,0
CDR,D,20010504,000000,11.3045,11.3045,10.9144,11.0725,146443.24048584,0
CDR,D,20010507,000000,11.1836,11.3425,10.9144,10.9144,97696.175134711,0
CDR,D,20010508,000000,10.7926,10.7926,10.2915,10.3665,168627.10380469,0
CDR,D,20010509,000000,9.82638,9.90044,9.43539,9.51047,307256.25022552,0
CDR,D,20010510,000000,9.55727,9.98532,9.36129,9.98532,338095.20473937,0
CDR,D,20010511,000000,9.82638,10.0965,9.70548,9.79031,150046.19526343,0
CDR,D,20010514,000000,9.79031,9.79031,9.43539,9.47245,143620.77206913,0
CDR,D,20010515,000000,9.55727,9.66746,9.24039,9.27744,278780.29252567,0
CDR,D,20010516,000000,9.12953,9.12953,8.85027,9.08213,257937.92218976,0
CDR,D,20010517,000000,9.47245,9.47245,9.12953,9.24039,174291.52715699,0
CDR,D,20010518,000000,9.20343,9.32522,9.16648,9.16648,23719.195884192,0
CDR,D,20010521,000000,9.20343,9.39834,9.20343,9.36129,76646.632335076,0
CDR,D,20010522,000000,9.47245,9.79031,9.47245,9.59432,292079.32884816,0
CDR,D,20010523,000000,9.47245,9.59432,9.36129,9.36129,150526.17899127,0
CDR,D,20010524,000000,9.39834,9.39834,9.27744,9.27744,170849.59256161,0
CDR,D,20010525,000000,9.39834,9.39834,9.04518,9.04518,78843.480935584,0
CDR,D,20010528,000000,9.00823,9.16648,9.00823,9.08213,57201.137719939,0
CDR,D,20010529,000000,9.08213,9.36129,9.08213,9.20343,44716.432764767,0
CDR,D,20010530,000000,9.08213,9.16648,8.97089,9.00823,40963.739473797,0
CDR,D,20010531,000000,8.97089,8.97089,8.81294,8.85027,152758.92381074,0
CDR,D,20010601,000000,8.81294,8.81294,8.54343,8.73864,170220.89592663,0
CDR,D,20010604,000000,8.58058,8.58058,8.04139,8.04139,166346.15549119,0
CDR,D,20010605,000000,7.95783,8.04139,7.59521,7.84618,302994.85623154,0
CDR,D,20010606,000000,7.92068,8.15304,7.76263,7.76263,315946.21203322,0
CDR,D,20010607,000000,7.61385,7.84618,7.29774,7.61385,313641.67477583,0
CDR,D,20010608,000000,7.66951,7.84618,7.33489,7.33489,310325.88974995,0
CDR,D,20010611,000000,7.29774,7.31635,7.14903,7.20482,305220.42180722,0
CDR,D,20010612,000000,7.16757,7.49294,7.16757,7.45569,228640.45387878,0
CDR,D,20010613,000000,7.65099,7.95783,7.59521,7.84618,312795.54961457,0
CDR,D,20010615,000000,8.00424,8.31108,7.68813,8.15304,257194.3576541,0
CDR,D,20010618,000000,8.07864,8.42263,7.88333,8.34823,277794.68491358,0
CDR,D,20010619,000000,8.38548,8.58058,8.11579,8.54343,225758.50029922,0
CDR,D,20010620,000000,8.42263,9.20343,8.42263,9.08213,395780.42861218,0
CDR,D,20010621,000000,9.24039,9.90044,9.20343,9.8634,609580.35996559,0
CDR,D,20010622,000000,10.0215,10.4027,9.79031,9.82638,662762.14676798,0
CDR,D,20010625,000000,9.51047,10.0965,9.12953,9.98532,919794.45863362,0
CDR,D,20010626,000000,10.0965,10.2163,9.6304,10.0965,868942.84924503,0
CDR,D,20010627,000000,10.1716,10.1716,9.8634,10.1716,336995.75483285,0
CDR,D,20010628,000000,10.0585,10.0585,9.59432,9.59432,226583.08772911,0
CDR,D,20010629,000000,9.43539,10.0585,9.16648,9.79031,952978.97465511,0
CDR,D,20010702,000000,9.66746,9.66746,8.61783,8.89669,136400.50402638,0
CDR,D,20010703,000000,8.85027,8.93393,8.31108,8.31108,104505.17506877,0
CDR,D,20010704,000000,8.34823,8.34823,7.70676,7.76263,80149.077699564,0
CDR,D,20010705,000000,7.84618,8.04139,7.76263,7.84618,75333.856327303,0
CDR,D,20010706,000000,7.88333,8.31108,7.80903,8.19017,79469.100751788,0
CDR,D,20010709,000000,8.31108,8.34823,8.07864,8.34823,134067.24979382,0
CDR,D,20010710,000000,8.38548,8.42263,7.84618,7.92068,96674.671303663,0
CDR,D,20010711,000000,7.63236,7.80903,7.41854,7.80903,97119.784418798,0
CDR,D,20010712,000000,8.04139,9.00823,7.92068,9.00823,187869.52838113,0
CDR,D,20010713,000000,9.20343,9.43539,8.73864,9.00823,205539.698567,0
CDR,D,20010716,000000,8.93393,9.16648,8.81294,9.16648,39016.113193516,0
CDR,D,20010717,000000,9.00823,9.12953,8.42263,8.42263,64686.012176757,0
CDR,D,20010718,000000,8.23679,8.54343,8.07864,8.54343,49566.524749735,0
CDR,D,20010719,000000,8.54343,8.54343,8.27393,8.27393,62226.608374695,0
CDR,D,20010720,000000,8.19017,8.31108,8.07864,8.11579,36319.7943463,0
CDR,D,20010723,000000,8.31108,8.89669,8.31108,8.61783,76868.163286389,0
CDR,D,20010724,000000,8.73864,8.77579,8.23679,8.31108,53152.044220964,0
CDR,D,20010725,000000,8.42263,8.46913,8.07864,8.07864,42391.38338225,0
CDR,D,20010726,000000,8.34823,8.70149,8.23679,8.61783,78531.696633738,0
CDR,D,20010727,000000,8.81294,9.20343,8.81294,9.12953,146886.30238847,0
CDR,D,20010730,000000,8.93393,9.98532,8.93393,9.43539,139740.90360241,0
CDR,D,20010731,000000,9.39834,9.79031,9.24039,9.66746,89551.835855238,0
CDR,D,20010801,000000,9.79031,9.79031,9.47245,9.59432,98865.366266634,0
CDR,D,20010802,000000,9.6304,10.0585,9.6304,9.8634,135020.03800571,0
CDR,D,20010803,000000,9.79031,9.93757,9.6304,9.74253,53958.170738237,0
CDR,D,20010806,000000,9.70548,10.0585,9.70548,9.90044,57041.143143992,0
CDR,D,20010807,000000,9.8634,9.8634,9.74253,9.82638,41269.370138107,0
CDR,D,20010808,000000,9.70548,9.70548,9.24039,9.24039,59925.147936069,0
CDR,D,20010809,000000,9.12953,9.39834,9.00823,9.39834,32350.698135299,0
CDR,D,20010810,000000,9.51047,9.74253,9.47245,9.59432,72694.971430429,0
CDR,D,20010813,000000,9.55727,9.79031,9.55727,9.79031,37068.486913233,0
CDR,D,20010814,000000,9.79031,9.98532,9.79031,9.8634,63562.973326357,0
CDR,D,20010816,000000,9.93757,9.93757,9.70548,9.90044,57846.244055009,0
CDR,D,20010817,000000,9.79031,9.8634,9.66746,9.79031,69351.495035632,0
CDR,D,20010820,000000,9.6304,9.74253,9.32522,9.47245,46956.35682803,0
CDR,D,20010821,000000,9.43539,9.70548,9.43539,9.6304,11728.833144446,0
CDR,D,20010822,000000,9.51047,9.90044,9.51047,9.70548,24573.5258955,0
CDR,D,20010823,000000,9.74253,9.90044,9.6304,9.79031,24702.752283765,0
CDR,D,20010824,000000,9.66746,10.1716,9.66746,10.0215,28791.844426727,0
CDR,D,20010827,000000,10.1716,10.4484,9.93757,10.0215,98153.595524919,0
CDR,D,20010828,000000,9.90044,10.0965,9.90044,9.98532,44131.837198806,0
CDR,D,20010829,000000,9.90044,10.0965,9.8634,9.98532,35646.996642317,0
CDR,D,20010830,000000,10.0215,10.1716,10.0215,10.1716,32151.730521622,0
CDR,D,20010831,000000,10.0965,10.4484,10.0965,10.3665,73999.542588153,0
CDR,D,20010903,000000,10.4865,10.8774,10.4027,10.7186,233569.51754547,0
CDR,D,20010904,000000,10.9516,11.0725,10.5235,10.7186,184060.42674607,0
CDR,D,20010905,000000,10.5976,10.9877,10.5976,10.9877,45375.897587422,0
CDR,D,20010906,000000,11.0725,11.1475,10.7566,10.7566,121803.0501837,0
CDR,D,20010907,000000,10.7186,10.8297,10.5235,10.5976,70371.973260424,0
CDR,D,20010910,000000,10.2163,10.7186,10.2163,10.5235,67467.456343226,0
CDR,D,20010911,000000,10.6815,10.6815,9.70548,10.0965,62034.820004809,0
CDR,D,20010912,000000,9.39834,9.90044,9.32522,9.90044,175894.54973522,0
CDR,D,20010913,000000,9.66746,9.90044,9.6304,9.79031,45463.074119188,0
CDR,D,20010914,000000,9.66746,9.70548,8.97089,8.97089,97237.729138247,0
CDR,D,20010917,000000,8.93393,8.93393,8.58058,8.70149,52536.680467321,0
CDR,D,20010918,000000,8.77579,9.20343,8.54343,9.16648,83364.353312352,0
CDR,D,20010919,000000,9.16648,9.47245,9.16648,9.39834,50599.310249599,0
CDR,D,20010920,000000,9.47245,9.47245,9.12953,9.27744,16898.914281309,0
CDR,D,20010921,000000,8.89669,9.20343,8.61783,8.73864,40134.024012635,0
CDR,D,20010924,000000,9.12953,9.20343,8.58058,8.89669,35448.029028638,0
CDR,D,20010925,000000,8.93393,8.93393,8.58058,8.61783,125665.48334407,0
CDR,D,20010926,000000,8.70149,8.70149,8.54343,8.61783,100133.01559914,0
CDR,D,20010927,000000,8.73864,8.73864,8.15304,8.42263,29994.8805651,0
CDR,D,20010928,000000,8.54343,8.73864,8.50628,8.54343,68153.586928539,0
CDR,D,20011001,000000,8.54343,8.66424,8.54343,8.66424,16285.601740178,0
CDR,D,20011002,000000,8.77579,8.77579,8.23679,8.42263,25444.265606906,0
CDR,D,20011003,000000,8.42263,8.42263,8.19017,8.19017,30439.993680236,0
CDR,D,20011004,000000,8.42263,8.42263,8.23679,8.27393,50409.573092226,0
CDR,D,20011005,000000,8.31108,8.54343,8.31108,8.46913,24370.455856798,0
CDR,D,20011008,000000,8.46913,8.46913,8.23679,8.34823,29002.093709222,0
CDR,D,20011009,000000,8.42263,8.81294,8.34823,8.66424,88866.730876182,0
CDR,D,20011010,000000,8.81294,9.20343,8.66424,9.08213,166553.32795491,0
CDR,D,20011011,000000,9.51047,10.2535,9.00823,9.55727,324889.49858618,0
CDR,D,20011012,000000,9.66746,9.66746,9.32522,9.6304,105846.66805173,0
CDR,D,20011015,000000,9.51047,10.1335,9.39834,9.66746,106610.7447125,0
CDR,D,20011016,000000,9.98532,10.6815,9.90044,10.5235,163501.12373685,0
CDR,D,20011017,000000,11.1095,11.5366,9.98532,10.4484,226870.25748081,0
CDR,D,20011018,000000,9.93757,10.4865,9.82638,10.1716,136653.82877163,0
CDR,D,20011019,000000,10.1716,10.5235,9.98532,10.2163,94861.399442926,0
CDR,D,20011022,000000,10.1716,10.4865,10.1716,10.4865,109954.22110729,0
CDR,D,20011023,000000,10.7566,10.9877,10.2163,10.4027,222823.21519434,0
CDR,D,20011024,000000,10.1716,10.5615,10.0965,10.5615,122984.54859069,0
CDR,D,20011025,000000,10.8297,11.0247,10.1716,10.2163,175896.60094774,0
CDR,D,20011026,000000,10.4865,10.7186,10.4027,10.5615,125180.37158495,0
CDR,D,20011029,000000,10.7566,10.7926,10.4027,10.5976,145695.57352517,0
CDR,D,20011030,000000,10.2535,10.3665,9.98532,9.98532,97000.814093094,0
CDR,D,20011031,000000,9.90044,10.3285,9.8634,10.3285,72659.075211466,0
CDR,D,20011102,000000,10.3665,10.3665,10.1335,10.2915,38457.157783956,0
CDR,D,20011105,000000,10.1716,10.3285,10.1716,10.2535,22730.511453338,0
CDR,D,20011106,000000,10.3285,10.4027,10.0215,10.0585,29134.396916256,0
CDR,D,20011107,000000,9.98532,10.1716,9.82638,9.90044,45383.076831214,0
CDR,D,20011108,000000,9.98532,10.4027,9.82638,10.4027,52794.107637595,0
CDR,D,20011109,000000,10.2163,10.6445,10.0965,10.0965,100652.99797097,0
CDR,D,20011112,000000,10.3665,10.4027,9.93757,9.98532,50361.369598191,0
CDR,D,20011113,000000,10.2163,10.3665,10.0965,10.3285,59337.475551338,0
CDR,D,20011114,000000,10.5615,10.9516,10.2915,10.8774,269883.15825423,0
CDR,D,20011115,000000,10.9144,11.1095,10.4027,10.4027,190164.83518222,0
CDR,D,20011116,000000,10.4484,10.7186,10.4027,10.4865,45406.665775104,0
CDR,D,20011119,000000,10.6445,10.7186,10.1716,10.4027,69914.552870216,0
CDR,D,20011120,000000,10.4027,10.5615,10.2915,10.3665,41646.793240342,0
CDR,D,20011121,000000,10.4484,10.4865,10.0215,10.0215,119270.82833746,0
CDR,D,20011122,000000,9.79031,10.1335,9.70548,10.1335,108133.77000276,0
CDR,D,20011123,000000,10.1335,10.1335,9.74253,9.90044,157061.34205497,0
CDR,D,20011126,000000,9.93757,9.98532,9.70548,9.82638,56566.287447431,0
CDR,D,20011127,000000,9.82638,9.93757,9.79031,9.79031,32660.431224633,0
CDR,D,20011128,000000,9.55727,9.93757,9.55727,9.82638,55621.704085587,0
CDR,D,20011129,000000,9.93757,9.98532,9.82638,9.82638,38631.510847488,0
CDR,D,20011130,000000,9.82638,9.93757,9.59432,9.59432,29295.417098459,0
CDR,D,20011203,000000,9.43539,9.47245,9.04518,9.43539,34333.195028287,0
CDR,D,20011204,000000,9.74253,9.8634,9.59432,9.79031,45739.987808327,0
CDR,D,20011205,000000,10.0965,10.1716,9.82638,9.93757,69536.104161725,0
CDR,D,20011206,000000,10.1335,10.1335,9.93757,9.93757,62371.218856802,0
CDR,D,20011207,000000,9.90044,10.0585,9.90044,10.0585,39967.875799151,0
CDR,D,20011210,000000,9.93757,10.0585,9.6304,9.6304,70279.668697378,0
CDR,D,20011211,000000,9.43539,9.59432,9.36129,9.51047,86107.850047346,0
CDR,D,20011212,000000,9.70548,9.70548,9.32522,9.39834,48631.171844196,0
CDR,D,20011213,000000,9.39834,9.39834,8.46913,8.46913,86909.874139595,0
CDR,D,20011214,000000,8.42263,8.70149,8.38548,8.54343,55904.771412264,0
CDR,D,20011217,000000,8.70149,8.73864,8.34823,8.66424,103035.48130383,0
CDR,D,20011218,000000,8.54343,9.04518,8.54343,9.00823,153196.85768208,0
CDR,D,20011219,000000,8.97089,8.97089,8.61783,8.81294,113848.4480616,0
CDR,D,20011220,000000,8.81294,8.81294,8.70149,8.81294,116121.19152506,0
CDR,D,20011221,000000,8.66424,8.89669,8.54343,8.61783,49557.29429343,0
CDR,D,20011227,000000,8.73864,9.00823,8.54343,9.00823,371211.0051417,0
CDR,D,20011228,000000,9.6304,9.6304,8.70149,8.93393,1125284.9281004,0
CDR,D,20011231,000000,8.93393,8.97089,8.61783,8.85027,74038.515625884,0
CDR,D,20020102,000000,8.93393,8.93393,8.66424,8.70149,10600.666262766,0
CDR,D,20020103,000000,8.81294,9.12953,8.77579,9.12953,63318.879037412,0
CDR,D,20020104,000000,9.36129,9.36129,8.77579,8.81294,188677.70611091,0
CDR,D,20020107,000000,8.81294,8.97089,8.54343,8.73864,99454.064257619,0
CDR,D,20020108,000000,8.73864,8.73864,8.34823,8.54343,103971.85981562,0
CDR,D,20020109,000000,8.58058,9.00823,8.46913,8.93393,126618.27155596,0
CDR,D,20020110,000000,9.00823,9.04518,8.70149,8.85027,204415.63411035,0
CDR,D,20020111,000000,8.81294,8.97089,8.77579,8.85027,68329.991204584,0
CDR,D,20020114,000000,8.85027,8.85027,8.58058,8.66424,58259.563376206,0
CDR,D,20020115,000000,8.50628,8.61783,8.50628,8.54343,54772.502105559,0
CDR,D,20020116,000000,8.66424,8.73864,8.54343,8.54343,100946.32136021,0
CDR,D,20020117,000000,8.70149,8.70149,8.58058,8.70149,94798.837461306,0
CDR,D,20020118,000000,8.77579,8.77579,8.58058,8.61783,85372.490361742,0
CDR,D,20020121,000000,8.58058,8.61783,8.42263,8.42263,44199.527211706,0
CDR,D,20020128,000000,8.54343,8.54343,5.43844,6.40528,1222157.5414114,0
CDR,D,20020129,000000,6.52608,6.67489,6.2566,6.31226,309975.13241037,0
CDR,D,20020130,000000,6.2566,6.31226,5.90333,6.17284,140377.80508743,0
CDR,D,20020131,000000,6.2566,6.2566,5.97764,6.09844,56041.177044321,0
CDR,D,20020201,000000,6.17284,6.17284,5.67089,5.78243,141333.67011809,0
CDR,D,20020204,000000,5.51274,5.63365,4.9364,4.99226,990369.50193275,0
CDR,D,20020205,000000,5.01089,5.31754,4.87136,5.20608,207858.59431199,0
CDR,D,20020206,000000,5.35479,5.40119,5.04804,5.04804,162585.25735017,0
CDR,D,20020207,000000,5.08519,5.16885,5.02941,5.04804,56972.427524835,0
CDR,D,20020208,000000,4.99226,5.12234,4.99226,5.12234,33146.568590012,0
CDR,D,20020211,000000,5.29901,5.29901,4.97365,5.02941,61175.361962221,0
CDR,D,20020212,000000,5.02941,5.06656,4.85274,4.85274,33995.77057004,0
CDR,D,20020213,000000,4.79697,4.85274,4.65754,4.72258,67402.843149094,0
CDR,D,20020214,000000,4.83422,4.83422,4.65754,4.65754,35489.053278881,0
CDR,D,20020215,000000,4.65754,4.72258,4.40647,4.46234,118866.73947256,0
CDR,D,20020218,000000,4.56462,4.56462,4.09982,4.17412,173056.69722467,0
CDR,D,20020219,000000,4.15549,4.15549,3.90452,4.01616,134224.16755099,0
CDR,D,20020220,000000,3.97891,4.06258,3.92315,4.01616,113180.7783889,0
CDR,D,20020221,000000,4.11834,4.3508,4.08119,4.19264,206812.47593079,0
CDR,D,20020222,000000,4.15549,4.26704,4.11834,4.26704,73454.945666178,0
CDR,D,20020225,000000,4.65754,5.40119,4.546,4.97365,815244.15688958,0
CDR,D,20020226,000000,5.22462,5.22462,4.88988,4.95492,692502.67698158,0
CDR,D,20020227,000000,4.9364,4.99226,4.72258,4.88988,290962.4436353,0
CDR,D,20020228,000000,4.88988,4.9364,4.79697,4.9364,54184.82972083,0
CDR,D,20020301,000000,4.95492,4.95492,4.77834,4.83422,1205344.7780556,0
CDR,D,20020304,000000,4.97365,5.01089,4.46234,4.65754,572376.49302655,0
CDR,D,20020305,000000,4.65754,4.72258,4.546,4.56462,73770.832393049,0
CDR,D,20020306,000000,4.50876,4.58315,4.36931,4.46234,112250.55351464,0
CDR,D,20020307,000000,4.52737,4.52737,4.3508,4.42509,84261.758786416,0
CDR,D,20020308,000000,4.50876,4.50876,4.36931,4.40647,76765.602660781,0
CDR,D,20020311,000000,4.44362,4.44362,4.38794,4.38794,24575.577108013,0
CDR,D,20020312,000000,4.3508,4.60177,4.31365,4.38794,236409.42126854,0
CDR,D,20020313,000000,4.38794,4.48086,4.33216,4.38794,95020.368412618,0
CDR,D,20020314,000000,4.29492,4.38794,4.29492,4.31365,41604.743383842,0
CDR,D,20020315,000000,4.3508,4.3508,4.31365,4.3508,21558.243502647,0
CDR,D,20020318,000000,4.38794,4.38794,4.31365,4.3508,29393.875299042,0
CDR,D,20020319,000000,4.33216,4.33216,4.08119,4.11834,69755.583900525,0
CDR,D,20020320,000000,4.11834,4.15549,3.99754,3.99754,88621.610980981,0
CDR,D,20020321,000000,4.08119,4.08119,3.96029,3.96029,65425.474287386,0
CDR,D,20020322,000000,4.01616,4.15549,3.97891,4.11834,92783.521168124,0
CDR,D,20020325,000000,4.17412,4.17412,3.99754,4.01616,91856.373112633,0
CDR,D,20020326,000000,3.92315,3.97891,3.886,3.90452,148512.9139106,0
CDR,D,20020327,000000,3.886,3.97891,3.84875,3.86727,94750.633967271,0
CDR,D,20020328,000000,3.886,3.97891,3.86727,3.886,90288.221147099,0
CDR,D,20020402,000000,3.86727,3.92315,3.84875,3.886,11701.141775533,0
CDR,D,20020403,000000,3.86727,3.86727,3.55127,3.6907,74955.407618813,0
CDR,D,20020404,000000,3.6907,3.6907,3.42109,3.42109,148173.43823983,0
CDR,D,20020405,000000,3.49539,3.53255,3.43973,3.45824,107149.18799693,0
CDR,D,20020408,000000,3.45824,3.45824,3.06784,3.10509,94775.248517417,0
CDR,D,20020409,000000,3.14224,3.14224,2.71459,2.90979,417366.36348373,0
CDR,D,20020410,000000,2.90979,2.92842,2.79824,2.83539,115264.81030123,0
CDR,D,20020411,000000,2.85402,2.87264,2.62157,2.67745,124689.10618829,0
CDR,D,20020412,000000,2.71459,2.71459,2.31482,2.40774,446099.74835387,0
CDR,D,20020415,000000,2.40774,2.6403,2.101,2.6403,748867.94560281,0
CDR,D,20020416,000000,2.73321,2.90979,2.52866,2.52866,613829.4466845,0
CDR,D,20020417,000000,2.6403,2.6403,2.40774,2.40774,312467.35561262,0
CDR,D,20020418,000000,2.40774,2.52866,2.40774,2.42638,116175.54865662,0
CDR,D,20020419,000000,2.46352,2.65881,2.44499,2.52866,182023.57272152,0
CDR,D,20020422,000000,2.54717,2.77963,2.50076,2.71459,203932.57356374,0
CDR,D,20020423,000000,2.77963,2.85402,2.60295,2.60295,325066.92846848,0
CDR,D,20020424,000000,2.62157,2.65881,2.50076,2.54717,174314.09049462,0
CDR,D,20020425,000000,2.5658,2.58442,2.48224,2.58442,33893.209944433,0
CDR,D,20020426,000000,2.58442,2.65881,2.5658,2.58442,66893.116839825,0
CDR,D,20020429,000000,2.60295,2.67745,2.5658,2.60295,101331.94931249,0
CDR,D,20020430,000000,2.67745,2.67745,2.5658,2.62157,44505.157876016,0
CDR,D,20020502,000000,2.65881,2.65881,2.5658,2.58442,45085.651016953,0
CDR,D,20020506,000000,2.5658,2.58442,2.48224,2.54717,72053.967520383,0
CDR,D,20020507,000000,2.52866,2.52866,2.46352,2.50076,66362.878405436,0
CDR,D,20020508,000000,2.46352,2.52866,2.46352,2.48224,45408.716987616,0
CDR,D,20020509,000000,2.5658,2.60295,2.46352,2.46352,139242.45896196,0
CDR,D,20020510,000000,2.46352,2.46352,2.40774,2.42638,81872.096209766,0
CDR,D,20020513,000000,2.3706,2.44499,2.26832,2.35198,116780.65634771,0
CDR,D,20020514,000000,2.3706,2.40774,2.28684,2.40774,124097.33137853,0
CDR,D,20020515,000000,2.42638,2.46352,2.35198,2.44499,90027.717158056,0
CDR,D,20020516,000000,2.44499,2.50076,2.40774,2.48224,167667.13634901,0
CDR,D,20020517,000000,2.5658,2.60295,2.46352,2.46352,199720.40867005,0
CDR,D,20020520,000000,2.50076,2.54717,2.48224,2.50076,52860.772044239,0
CDR,D,20020521,000000,2.50076,2.54717,2.50076,2.50076,37227.455882924,0
CDR,D,20020522,000000,2.54717,2.5658,2.44499,2.44499,84491.494587776,0
CDR,D,20020523,000000,2.48224,2.48224,2.44499,2.48224,23012.553173758,0
CDR,D,20020524,000000,2.48224,2.62157,2.44499,2.62157,161423.24546204,0
CDR,D,20020527,000000,2.62157,2.90979,2.60295,2.87264,775451.65976022,0
CDR,D,20020528,000000,2.90979,3.14224,2.67745,2.67745,905939.54372034,0
CDR,D,20020529,000000,2.69606,2.81687,2.69606,2.79824,240192.88274718,0
CDR,D,20020531,000000,2.85402,2.90979,2.79824,2.81687,136364.60780741,0
CDR,D,20020603,000000,2.87264,2.89127,2.81687,2.85402,118227.78677503,0
